KMeans100-SciBert	KMeans130-BioBert	HierClust80-SciBert	HierClust100-BioBert	GMM_BioBert
75	108	46	46	49
70	78	26	5	3
59	78	23	85	3
8	78	25	99	3
70	78	67	67	49
70	108	5	86	3
70	78	5	86	3
70	78	31	15	3
70	108	32	3	49
24	78	22	22	3
80	78	27	0	82
75	78	27	0	30
98	78	14	34	49
98	11	14	34	49
80	78	27	0	82
50	78	14	34	82
98	108	14	34	82
8	78	63	63	25
70	78	5	20	49
61	78	11	25	49
96	78	44	89	49
70	78	10	78	3
70	78	67	67	65
59	78	39	39	3
59	78	25	99	49
70	78	17	1	3
70	78	71	71	82
0	78	38	8	22
52	108	11	25	40
70	78	38	8	40
19	108	8	18	22
75	11	46	46	3
70	86	38	8	3
70	108	26	5	3
70	10	38	8	3
49	78	3	90	21
34	78	48	11	3
48	108	72	72	6
76	78	50	50	65
96	78	5	86	49
76	78	55	27	49
76	78	55	27	49
89	11	2	97	6
99	11	40	40	6
61	78	48	11	49
96	78	48	11	49
75	78	48	11	49
75	78	48	11	30
48	108	72	72	6
86	108	72	72	6
52	78	11	41	6
52	11	4	32	6
70	78	23	85	3
70	78	45	45	49
70	108	5	20	6
70	108	5	20	3
70	108	5	20	3
76	78	3	90	3
12	78	51	12	49
70	108	77	77	3
70	86	77	77	90
19	78	21	10	3
19	78	46	46	3
8	86	28	28	3
8	86	28	28	3
8	78	23	85	3
59	108	32	3	3
59	78	39	39	3
76	78	3	90	49
49	78	51	12	49
52	108	4	32	49
32	78	1	23	6
75	78	3	30	22
70	108	0	21	3
19	78	26	5	3
19	78	21	10	3
52	78	5	84	49
52	78	5	84	49
70	108	46	46	3
25	78	4	43	28
88	11	11	25	49
25	78	40	40	6
23	108	15	48	6
79	108	15	48	6
23	108	15	48	6
86	11	15	48	48
79	108	15	48	44
0	108	15	48	6
0	108	15	48	6
89	11	11	41	6
89	78	11	41	30
79	86	11	25	6
52	108	15	51	6
52	108	15	51	6
79	108	15	51	6
79	11	15	51	6
7	78	68	68	6
7	108	68	68	6
78	108	15	51	6
59	16	26	5	3
89	78	79	79	3
70	78	12	17	6
70	108	12	17	49
12	78	50	50	21
12	78	50	50	56
76	78	73	73	49
80	78	47	56	82
70	78	38	8	3
61	78	48	11	34
61	108	48	11	34
61	108	48	11	34
52	108	11	25	56
19	78	28	28	3
19	78	28	28	3
19	78	37	37	25
19	78	0	21	3
8	78	0	80	90
19	108	51	12	6
70	108	53	26	49
70	108	25	55	3
70	108	67	67	49
59	78	39	39	3
59	108	55	27	49
49	78	72	72	34
8	78	26	5	3
59	86	25	55	3
89	78	39	39	3
70	78	67	67	49
70	108	5	86	3
52	11	11	25	25
89	108	79	79	12
25	11	1	23	6
44	108	11	25	82
19	108	26	5	3
70	108	17	1	3
19	86	37	37	25
70	108	53	26	3
24	78	50	50	65
52	108	34	16	49
96	78	44	89	22
24	78	44	89	49
19	78	23	85	3
70	78	23	47	3
70	78	39	39	3
70	78	67	67	3
75	78	34	16	49
75	78	44	89	22
75	78	63	63	25
59	78	26	5	3
19	78	63	63	23
70	108	77	77	3
24	78	63	63	3
79	108	11	25	49
2	78	11	25	25
0	108	11	25	49
96	108	11	25	6
52	78	15	51	25
52	11	15	51	6
52	108	56	6	28
52	11	56	6	28
52	108	56	6	28
79	108	56	6	28
52	108	56	6	28
52	108	56	6	28
52	108	56	6	28
96	108	56	6	28
52	78	15	51	28
76	78	3	90	3
76	78	3	90	3
70	108	19	19	22
70	108	19	19	22
70	78	35	35	49
70	78	35	35	49
70	78	35	35	49
70	11	35	35	49
70	108	67	67	49
70	78	23	47	49
70	108	35	35	49
89	108	18	13	49
19	78	63	63	56
49	78	79	79	49
99	78	62	14	6
12	78	18	13	49
48	78	18	13	49
70	78	25	55	3
8	78	2	82	25
19	78	2	82	25
19	78	2	82	22
19	78	2	82	3
19	78	2	82	3
19	78	2	82	22
19	78	2	82	22
19	78	2	82	22
19	78	37	37	25
8	78	29	29	25
8	86	29	29	25
19	78	2	82	3
8	78	40	40	6
8	78	40	40	6
8	78	40	40	23
8	78	40	40	6
12	78	3	90	3
19	11	48	11	56
8	10	29	29	3
8	108	51	12	22
70	78	23	47	49
70	108	51	12	49
70	78	23	47	3
59	78	23	85	3
70	78	45	45	49
70	78	39	39	3
70	78	25	55	3
70	108	5	86	3
70	108	67	67	49
32	11	1	23	6
32	78	40	40	6
8	78	26	5	3
70	86	17	1	3
70	78	37	37	3
70	108	17	1	49
70	108	26	5	3
49	78	50	50	82
68	108	30	2	82
70	108	30	2	28
0	78	50	50	6
0	78	15	51	6
8	10	0	21	3
80	108	30	2	22
12	78	51	12	49
70	11	4	43	50
75	11	4	43	40
73	78	39	39	3
98	108	54	54	3
70	78	71	71	82
70	78	10	78	3
70	78	10	78	49
70	108	49	49	49
70	78	67	67	49
19	11	48	11	6
96	11	48	11	49
21	11	4	43	6
21	11	4	43	25
52	11	11	41	49
52	11	11	41	49
98	78	79	79	6
70	11	26	5	82
19	78	23	47	3
70	78	23	47	49
70	78	23	47	49
70	78	23	47	49
70	78	23	47	3
49	78	3	90	3
49	78	3	90	3
52	78	4	32	6
52	108	4	32	6
52	108	4	32	6
79	108	4	32	6
52	78	15	51	6
52	11	4	32	6
70	78	38	8	22
70	78	38	8	22
52	108	4	32	6
52	78	2	97	6
52	108	4	32	6
52	78	11	41	49
32	78	40	40	6
32	78	40	40	6
8	78	21	10	3
49	78	50	50	22
59	78	25	99	3
70	108	0	21	3
70	108	78	38	3
70	86	36	36	90
70	108	5	20	49
59	108	54	54	49
19	78	63	63	25
24	78	63	63	56
75	78	27	0	3
75	78	27	0	50
75	78	44	89	49
70	78	0	21	3
70	78	23	47	3
19	78	5	86	3
70	86	17	1	3
19	86	0	21	3
8	86	21	10	3
19	86	2	97	40
96	78	22	22	22
7	78	23	47	49
19	78	23	47	49
19	78	22	22	3
12	108	23	47	49
12	78	66	66	49
19	11	40	40	25
19	11	37	37	3
70	78	30	2	6
99	108	40	40	23
76	78	73	73	25
7	108	40	40	6
52	108	4	32	50
70	78	18	13	3
8	78	21	10	23
50	78	7	53	34
76	78	3	90	49
8	78	23	85	3
59	78	32	3	3
24	78	73	73	49
70	78	31	15	3
32	78	27	0	82
89	78	27	0	82
89	78	44	89	49
89	78	30	2	21
12	78	50	50	49
24	78	73	73	49
70	78	31	15	3
32	78	27	0	82
89	78	27	0	82
70	78	30	2	49
59	78	39	39	3
70	108	67	67	3
59	78	23	85	3
59	78	23	85	3
70	108	5	20	49
89	108	12	44	49
59	108	5	20	49
70	78	25	55	3
89	78	44	89	49
75	108	48	11	49
75	78	3	90	56
7	78	40	40	48
8	86	26	5	3
70	78	37	37	90
70	108	26	5	40
70	86	17	1	90
19	78	21	10	3
70	78	0	21	3
61	78	44	89	28
79	78	72	72	6
79	108	72	72	6
89	78	72	72	49
52	108	56	6	30
52	78	11	25	6
79	11	15	51	6
79	78	34	16	6
79	108	34	16	49
79	108	4	43	49
34	11	34	16	63
52	78	11	25	6
52	108	11	25	6
32	78	76	76	6
49	78	51	12	84
8	11	4	32	6
8	78	51	12	3
12	11	23	47	3
96	11	35	35	3
70	11	35	35	82
52	11	4	32	6
52	78	66	66	49
7	108	66	66	49
12	78	66	66	49
49	11	66	66	49
70	78	5	86	49
70	78	55	27	3
19	78	18	13	3
19	78	18	13	3
19	78	18	13	3
19	78	18	13	3
19	78	18	13	3
7	78	40	40	56
7	78	40	40	6
52	108	8	18	22
52	108	48	11	56
52	78	44	89	49
70	78	5	86	49
70	78	55	27	3
8	78	29	29	40
99	78	40	40	6
7	78	40	40	6
7	78	40	40	6
70	108	17	1	3
7	78	40	40	6
8	86	26	5	3
70	86	53	26	3
19	78	0	21	3
8	78	28	28	25
8	78	21	10	3
24	78	22	22	3
8	78	25	99	3
59	78	21	10	82
59	78	21	10	3
59	86	17	1	3
94	11	65	65	49
59	78	21	10	82
8	78	21	10	3
59	78	21	10	3
70	108	5	84	3
70	108	5	20	3
59	78	17	1	3
70	108	5	84	3
70	108	5	84	3
19	86	21	10	3
19	78	21	10	3
89	78	48	11	3
32	78	52	52	6
24	78	3	90	23
70	86	77	77	90
70	108	26	5	82
70	108	26	5	82
70	108	26	5	82
19	78	77	77	3
80	78	79	79	22
19	108	66	66	6
7	11	48	11	6
19	108	37	37	3
61	78	73	73	21
75	78	13	62	59
0	78	13	62	6
70	108	74	74	49
49	11	74	74	49
70	11	74	74	49
70	108	74	74	49
70	11	74	74	49
70	78	74	74	49
70	78	74	74	49
96	78	74	74	49
70	78	74	74	49
49	108	74	74	22
96	108	74	74	22
96	108	74	74	22
96	108	74	74	22
96	78	74	74	22
96	108	74	74	22
96	78	74	74	22
5	78	24	24	3
89	78	24	24	6
28	78	24	24	6
98	78	24	24	6
96	108	51	12	22
94	78	11	25	56
96	108	11	25	56
96	11	11	25	6
99	11	40	40	6
99	11	40	40	49
79	78	62	14	6
70	108	36	36	90
24	78	73	73	49
19	78	0	80	3
32	78	27	0	82
89	78	27	0	82
24	78	3	30	21
89	78	44	89	49
86	108	72	72	49
89	11	14	96	6
70	108	54	54	6
70	108	54	54	49
89	108	54	54	49
59	78	5	84	49
79	78	54	54	49
59	108	54	54	49
61	78	73	73	49
32	78	76	76	6
79	78	14	96	6
31	11	11	41	6
32	11	62	14	6
32	78	62	14	6
70	108	79	79	12
32	11	1	23	6
8	78	29	29	25
89	108	39	39	49
89	78	43	87	49
52	78	43	87	28
52	108	43	87	28
52	78	43	87	49
52	78	43	87	49
52	78	43	87	28
70	78	43	87	49
61	108	43	87	28
61	108	43	87	28
52	78	43	87	28
52	78	43	87	28
70	78	43	87	28
56	78	43	87	28
52	78	43	87	28
52	108	43	87	28
19	108	43	87	28
99	11	43	87	28
7	78	43	87	28
25	108	43	87	6
18	78	43	87	6
19	108	43	87	6
18	108	43	87	6
52	78	43	87	28
52	108	43	87	49
52	78	43	87	28
52	11	43	87	28
52	11	43	87	28
52	78	43	87	28
52	78	44	89	28
73	78	50	50	82
79	108	15	51	6
79	108	15	51	6
58	108	15	51	6
96	108	15	51	49
49	78	1	81	56
19	108	29	29	3
19	86	37	37	90
70	86	17	1	3
19	86	0	21	3
70	78	79	79	6
78	108	13	98	6
21	11	4	43	28
25	78	40	40	6
48	78	52	52	6
32	11	62	14	6
32	11	62	14	6
79	108	11	41	6
32	11	4	43	6
79	108	11	41	6
32	11	4	43	6
79	108	11	41	6
48	11	4	43	6
70	108	12	17	3
50	11	11	41	49
52	11	11	41	49
50	108	11	41	49
96	11	11	41	6
76	78	73	73	49
32	11	62	14	6
86	78	34	16	49
86	78	34	16	49
61	78	44	89	49
12	78	51	12	3
70	78	54	54	49
50	108	54	54	59
70	108	54	54	49
70	86	51	12	3
70	78	54	54	49
59	78	26	5	3
59	78	25	99	3
59	86	17	1	3
70	108	26	5	3
70	108	26	5	3
70	108	26	5	3
58	78	15	48	6
79	108	33	33	6
96	108	15	48	6
80	78	78	38	23
18	78	76	76	6
99	78	40	40	6
52	78	4	32	6
76	78	3	90	22
52	78	4	32	49
52	78	4	32	6
48	11	52	52	6
79	108	52	52	6
70	108	12	17	49
70	108	12	17	49
70	78	32	3	22
70	108	67	67	49
59	78	39	39	3
52	11	66	66	49
59	78	23	85	3
76	78	3	90	22
52	78	11	41	6
88	78	11	41	49
32	78	52	52	6
59	108	32	3	6
70	108	39	39	3
70	108	36	36	82
59	78	39	39	3
70	86	17	1	3
70	108	18	13	3
59	108	26	5	3
70	108	26	5	3
8	86	28	28	3
21	78	18	13	82
76	78	50	50	22
52	11	15	51	6
27	78	60	60	50
98	78	14	34	22
19	78	61	61	3
50	78	79	79	6
70	78	17	1	3
70	108	18	13	3
59	78	39	39	3
70	108	17	1	3
70	108	18	13	3
70	86	26	5	3
70	108	26	5	82
59	108	26	5	3
70	108	26	5	3
19	86	28	28	3
21	78	18	13	82
76	78	50	50	22
52	11	15	51	6
27	78	60	60	50
98	78	14	34	12
19	78	61	61	3
50	78	79	79	6
70	108	17	1	49
75	108	18	13	3
70	86	53	26	3
70	86	53	26	3
70	108	53	26	6
70	108	53	26	6
70	108	53	26	6
70	108	12	44	6
70	108	12	44	6
70	108	12	44	6
70	108	12	44	6
70	108	12	44	6
70	108	12	44	6
19	78	38	8	6
19	78	38	8	6
19	78	38	8	6
98	78	12	44	49
98	78	12	44	49
98	78	12	44	49
70	78	38	8	3
70	78	38	8	3
70	78	38	8	3
70	108	38	8	40
70	108	38	8	40
70	108	38	8	40
70	78	38	8	6
70	78	38	8	6
70	78	38	8	6
70	78	0	21	3
61	78	73	73	28
19	11	27	0	3
19	78	27	0	25
19	11	27	0	25
76	78	63	63	22
49	78	3	90	84
59	108	26	5	3
52	11	66	66	49
52	11	66	66	49
70	108	37	37	3
70	108	26	5	82
70	11	26	5	82
70	108	53	26	3
70	108	53	26	3
19	108	38	8	3
70	10	38	8	6
70	78	38	8	6
70	78	38	8	6
48	108	52	52	22
48	108	52	52	22
32	78	52	52	22
7	108	62	14	6
70	78	65	65	49
70	78	65	65	49
70	78	65	65	6
8	108	2	97	40
19	78	2	97	40
8	78	19	19	3
8	78	19	19	3
8	78	19	19	3
8	78	19	19	3
19	86	19	19	3
19	86	19	19	3
19	86	19	19	3
19	86	19	19	3
19	11	19	19	3
19	11	19	19	3
19	11	19	19	3
19	11	19	19	3
70	78	19	19	3
70	78	19	19	3
70	78	19	19	3
70	78	19	19	3
70	108	19	19	49
70	108	19	19	49
70	108	19	19	49
70	108	19	19	49
96	108	19	19	28
96	108	19	19	28
96	108	19	19	28
96	108	19	19	28
7	78	19	19	49
7	78	19	19	49
7	78	19	19	49
7	78	19	19	49
8	78	2	82	40
8	11	2	82	40
89	78	24	24	6
19	78	24	24	22
19	78	24	24	25
19	78	24	24	6
8	78	29	29	40
19	78	2	82	40
19	11	2	82	40
52	11	2	82	40
19	78	24	24	22
19	78	24	24	22
8	78	24	24	22
76	78	22	22	3
19	78	3	30	56
70	78	53	26	3
70	86	26	5	3
19	86	37	37	90
70	108	38	8	3
70	86	17	1	90
70	11	27	0	3
19	108	28	28	3
70	10	38	8	40
70	10	38	8	40
19	108	40	40	6
48	78	40	40	6
52	11	4	32	6
75	11	4	32	25
52	78	4	32	6
19	78	26	5	82
59	78	26	5	82
24	78	50	50	82
24	78	50	50	49
79	108	30	2	59
70	78	30	2	65
47	78	30	2	59
34	78	54	54	6
48	78	54	54	6
79	108	72	72	49
96	108	72	72	49
22	78	72	72	49
79	108	72	72	49
96	108	72	72	49
22	108	72	72	49
50	108	34	16	49
52	78	34	16	49
52	78	34	16	49
52	108	4	32	30
32	78	40	40	6
19	78	51	12	3
24	78	3	90	34
19	78	51	12	49
19	78	26	5	3
70	108	17	1	3
70	78	26	5	3
19	78	0	21	3
70	108	77	77	3
70	86	37	37	3
70	108	0	21	3
52	11	4	32	6
52	78	11	41	49
70	108	0	21	22
19	78	29	29	3
19	86	26	5	3
19	108	66	66	23
21	11	4	32	6
21	10	4	32	6
21	78	4	32	6
19	78	4	32	6
19	78	4	32	6
19	86	37	37	3
70	108	0	21	3
70	108	0	21	3
70	78	0	21	3
70	78	17	1	90
70	78	26	5	3
70	108	17	1	3
70	78	26	5	3
19	78	0	21	3
70	108	77	77	3
70	86	37	37	3
70	108	0	21	3
52	78	4	32	6
48	108	52	52	6
52	108	62	14	6
52	78	4	32	6
52	78	11	41	49
19	78	37	37	3
70	78	18	13	49
70	78	18	13	22
19	78	18	13	49
70	78	18	13	22
70	78	18	13	49
80	78	18	13	3
70	78	18	13	49
52	78	18	13	49
80	78	18	13	22
19	78	18	13	49
52	108	48	11	56
52	78	11	25	56
19	78	18	13	3
19	78	18	13	3
19	78	39	39	3
19	78	21	10	3
8	78	21	10	22
70	108	5	20	22
8	108	40	40	6
19	108	8	18	22
22	78	48	11	49
19	78	46	46	40
24	78	3	30	49
19	78	46	46	3
24	78	3	30	22
70	78	73	73	49
26	78	3	30	61
19	10	38	8	3
70	108	26	5	25
70	78	38	8	3
70	108	12	17	82
70	78	12	17	40
8	108	2	97	40
19	11	37	37	3
70	86	17	1	22
70	108	79	79	6
19	78	62	14	82
70	86	36	36	3
75	11	27	0	34
75	11	27	0	6
47	11	75	75	51
47	11	75	75	50
48	11	75	75	51
48	108	75	75	50
27	108	75	75	50
47	11	75	75	50
47	11	75	75	50
47	11	75	75	50
27	11	75	75	50
49	78	50	50	82
74	78	30	2	65
70	78	30	2	65
94	78	30	2	59
70	78	31	15	3
70	78	30	2	65
70	78	30	2	82
89	78	72	72	49
34	78	72	72	49
89	78	72	72	49
61	78	72	72	49
89	78	72	72	49
34	78	9	4	49
89	108	9	4	49
48	78	34	16	6
89	78	44	89	49
89	78	44	89	49
89	78	44	89	49
89	78	44	89	49
70	108	39	39	3
70	108	39	39	3
70	78	39	39	3
70	78	53	26	49
70	78	5	20	3
70	78	5	86	3
49	78	50	50	82
75	78	30	2	65
70	78	30	2	65
94	78	30	2	59
89	108	5	84	49
70	78	30	2	65
70	78	30	2	82
34	78	9	4	49
34	78	9	4	49
34	78	9	4	49
76	78	3	90	40
19	78	29	29	3
19	86	26	5	3
21	11	4	32	6
21	10	4	32	6
21	78	4	32	6
19	78	4	32	6
48	78	65	65	6
7	78	59	59	56
8	78	59	59	56
7	78	59	59	56
7	78	59	59	56
7	78	59	59	56
8	78	59	59	56
8	78	59	59	56
52	11	59	59	28
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
8	78	59	59	56
19	78	37	37	3
59	78	23	85	3
70	78	5	20	3
70	78	25	55	3
52	78	4	32	6
19	11	62	14	49
19	11	62	14	6
19	78	27	0	3
21	78	62	14	6
89	78	18	94	6
79	78	52	52	6
79	108	52	52	6
79	78	52	52	22
79	108	52	52	49
7	11	40	40	56
99	11	40	40	49
59	78	5	84	49
70	78	5	84	49
70	108	5	84	49
59	78	5	84	49
70	108	5	84	49
70	86	77	77	3
70	108	5	84	49
70	86	0	21	3
24	78	30	2	21
24	78	30	2	59
70	78	0	80	3
61	78	73	73	49
70	78	26	5	3
59	78	26	5	3
70	108	38	8	3
70	108	38	8	6
59	86	17	1	3
59	78	26	5	3
59	108	26	5	3
52	108	56	6	6
52	78	11	41	6
32	78	65	65	6
19	10	65	65	6
32	108	65	65	6
18	108	65	65	6
32	78	65	65	6
70	78	39	39	3
19	86	77	77	3
8	86	29	29	3
19	108	77	77	25
88	78	2	82	6
76	78	6	31	49
89	78	6	31	21
7	78	51	12	49
70	78	51	12	49
24	78	50	50	49
49	78	3	90	49
70	78	31	15	3
96	78	20	9	49
70	78	5	20	3
70	108	0	21	3
8	78	21	10	3
8	108	21	10	3
52	78	18	13	49
5	78	18	94	82
21	78	18	94	82
70	108	32	3	3
70	78	5	84	49
70	78	39	39	3
76	78	73	73	50
96	78	44	89	49
89	78	4	43	49
89	78	4	43	49
32	78	4	43	6
52	78	4	43	49
89	78	4	43	6
89	78	4	43	6
32	78	4	43	6
79	78	14	96	6
79	11	14	96	6
79	108	14	96	6
79	78	14	96	6
32	78	76	76	6
48	11	76	76	6
32	11	76	76	6
19	78	26	5	3
70	78	17	1	3
19	78	46	46	3
19	86	77	77	90
19	78	3	90	40
89	108	42	42	3
70	78	67	67	65
59	78	25	55	22
80	78	45	45	49
70	78	71	71	82
70	11	35	35	3
70	78	10	78	3
19	78	66	66	4
70	108	39	39	3
19	78	66	66	49
49	78	18	13	3
43	78	18	13	82
52	78	4	32	49
52	78	18	13	49
52	78	18	13	49
24	78	63	63	84
61	78	48	11	49
61	78	48	11	49
61	78	48	11	6
52	78	48	11	6
61	78	48	11	49
52	78	48	11	30
89	78	48	11	30
19	108	2	97	50
75	78	44	89	13
19	11	62	14	25
70	86	77	77	90
19	86	37	37	3
70	86	77	77	90
19	86	37	37	3
70	108	77	77	3
8	78	28	28	3
19	78	36	36	82
70	78	17	1	3
70	86	77	77	90
19	86	37	37	3
70	108	77	77	3
8	78	28	28	3
19	78	36	36	82
70	78	17	1	3
8	86	28	28	25
70	86	0	21	3
70	108	0	21	3
7	11	48	11	6
76	78	3	90	28
88	78	15	48	6
88	108	15	48	6
34	108	34	16	49
34	108	72	72	49
34	108	72	72	49
34	78	72	72	49
52	10	4	32	6
52	78	4	32	6
88	78	15	48	6
59	78	39	39	3
5	78	18	94	6
5	78	18	94	6
75	78	22	22	59
19	78	53	26	3
70	78	37	37	3
70	78	17	1	3
80	11	5	86	3
70	78	42	42	49
70	78	42	42	49
19	11	2	97	6
34	108	72	72	49
34	108	72	72	49
34	108	72	72	6
34	108	72	72	49
34	78	9	4	63
89	11	9	4	63
94	78	30	2	49
94	78	30	2	49
89	78	1	81	49
25	78	40	40	6
48	11	2	97	6
48	108	2	97	6
70	78	0	21	3
19	78	21	10	3
19	78	37	37	25
19	78	37	37	25
19	78	17	1	3
19	86	29	29	3
19	108	77	77	6
8	78	29	29	40
19	78	26	5	3
8	78	63	63	25
8	11	26	5	3
19	108	37	37	3
8	108	0	21	90
76	78	3	90	49
70	78	23	47	3
96	11	51	12	49
24	78	3	90	7
19	78	64	64	3
19	78	64	64	3
19	108	64	64	22
58	78	64	64	22
96	108	64	64	84
96	108	64	64	3
19	78	64	64	3
19	78	64	64	3
96	108	64	64	3
49	78	64	64	84
19	108	64	64	84
65	78	64	64	51
96	78	64	64	3
94	78	64	64	3
94	78	64	64	3
94	78	64	64	59
94	78	64	64	3
94	78	64	64	59
19	78	64	64	49
19	78	64	64	49
19	78	64	64	3
19	86	22	22	3
19	108	22	22	50
19	86	22	22	3
19	78	5	86	3
70	78	5	86	3
70	78	53	26	49
70	78	53	26	3
70	108	53	26	3
7	78	40	40	6
52	78	11	41	25
52	78	11	41	34
49	78	20	9	49
32	78	62	14	28
32	78	62	14	6
32	78	62	14	28
32	78	62	14	6
89	108	62	14	49
89	78	48	11	34
96	78	44	89	49
43	108	18	13	49
70	108	23	47	49
59	108	23	47	49
70	108	23	47	3
70	108	23	47	49
7	78	40	40	6
52	78	11	25	6
48	108	52	52	6
24	78	3	30	49
75	78	3	30	49
